InstitutionName	City	State	HighestDegree	Type	Region	ReligAffil	Urbanization	Urban	Tuition	SatAvg	MeanEarnings10Years	NumUndergrads	PctMale	PctFemale	MedHHInc	PctLowIncome	PctFedLoan	AttendanceCost	AvgFacSal	CompletionRate	NumGradStudents	ExpenditurePerStudent	AdmitRate	MedianDebt	TuitionCat	SatAvgCat	MeanEarnings10YearsCat	NumUndergradsCat	PctMaleCat	PctFemaleCat	MedHHIncCat	PctLowIncomeCat	PctFedLoanCat	AttendanceCostCat	AvgFacSalCat	CompletionRateCat	NumGradStudentsCat	ExpenditurePerStudentCat	AdmitRateCat	MedianDebtCat
Bethany College (WV)	Bethany	WV	Graduate	Private.NonProfit	Southeast	Yes	Rural.Fringe	Rural	10562	1028	44200	555	60.18	39.82	53018.22	34.00503778	80.63	42674	5983	0.3396	24	9259	0.9077	27000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	2.Medium	3.High	3.High
Bethany Lutheran College	Mankato	MN	Bachelors	Private.NonProfit	Midwest	Yes	SmallCity	City	11784	1120	37600	599	48.25	51.75	62776.68	17.1314741	67.65	36961	6554	0.5515	0	13137	0.7787	23000	2.Medium	2.Medium	1.Low	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	3.High	2.Medium
Bethel College-North Newton	North Newton	KS	Bachelors	Private.NonProfit	Midwest	Yes	Town.Distant	Town	12678	1077	45600	442	46.15	53.85	58345.11	37.65060241	73.39	41204	5551	0.5248	0	7696	0.441	23250	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium	1.Low	1.Low	1.Low	2.Medium
Bethel University (IN)	Mishawaka	IN	Graduate	Private.NonProfit	Midwest	Yes	SmallCity	City	13280	1086	42800	1244	35.69	64.31	61051.82	33.81014304	64.63	39450	5711	0.708	184	7725	0.9233	25500	2.Medium	2.Medium	1.Low	1.Low	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	2.Medium
Bethel University (MN)	Saint Paul	MN	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	17088	1216	52600	2723	37.68	62.32	77038.37	17.44749596	70.57	50325	7705	0.7662	836	9481	0.7051	21500	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low
Bethel University (TN)	McKenzie	TN	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	11430	1051	43100	3383	46.82	53.18	50031.89	52.79045279	83.67	30838	3256	0.2878	847	7225	0.6649	30132	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	1.Low	2.Medium	3.High
Binghamton University	Vestal	NY	Graduate	Public	Northeast	No	Suburb.MedCity	Suburb	8187	1376	68100	13990	50.41	49.59	71392.67	28.9626914	50.45	25846	9779	0.8143	3747	11877	0.3981	19500	1.Low	3.High	3.High	3.High	3.High	1.Low	3.High	2.Medium	1.Low	2.Medium	3.High	3.High	3.High	3.High	1.Low	1.Low
Biola University	La Mirada	CA	Graduate	Private.NonProfit	West	Yes	Suburb.LgCity	Suburb	22560	1170	50700	4005	36.83	63.17	75484.4	27.48143147	61.35	53611	9348	0.7298	2099	12059	0.7347	24813	3.High	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	3.High	3.High	3.High	3.High	2.Medium	2.Medium
Birmingham-Southern College	Birmingham	AL	Bachelors	Private.NonProfit	Southeast	Yes	MidCity	City	11383	1232	53100	1265	47.91	52.09	64789.39	23.52941176	53.58	52176	7688	0.68	0	10356	0.5666	26000	2.Medium	3.High	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	3.High
Black Hills State University	Spearfish	SD	Graduate	Public	Midwest	No	Town.Distant	Town	6273	1084	40500	2563	36.95	63.05	49477.45	31.0940499	70.39	19777	6938	0.343	290	6575	0.8832	26000	1.Low	2.Medium	1.Low	2.Medium	1.Low	3.High	1.Low	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	3.High
Blackburn College	Carlinville	IL	Bachelors	Private.NonProfit	Midwest	Yes	Town.Distant	Town	12946	1050	41700	561	40.11	59.89	56165.33	49.27536232	73.1	30605	6580	0.5185	0	7460	0.5155	24061	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	2.Medium	1.Low	1.Low	1.Low	2.Medium
Bloomfield College	Bloomfield	NJ	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	17938	960	42700	1660	37.59	62.41	62332.64	53.80212592	72.68	43920	8606	0.3379	23	9259	0.6062	29375	3.High	1.Low	1.Low	2.Medium	1.Low	3.High	2.Medium	3.High	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	2.Medium	3.High
Bloomsburg University of Pennsylvania	Bloomsburg	PA	Graduate	Public	Northeast	No	SmallCity	City	9003	1073	48100	7920	42.63	57.37	60832.56	25.2686888	78.25	23444	9472	0.5958	671	8858	0.7678	26000	1.Low	1.Low	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low	3.High	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High
Blue Mountain College	Blue Mountain	MS	Graduate	Private.NonProfit	Southeast	Yes	Rural.Distant	Rural	5854	1112	29200	618	47.09	52.91	44968.64	41.17647059	51.59	22226	5236	0.4857	9	7630	0.9293	16696	1.Low	2.Medium	1.Low	1.Low	3.High	1.Low	1.Low	3.High	1.Low	1.Low	1.Low	1.Low	1.Low	1.Low	3.High	1.Low
Bluefield College	Bluefield	VA	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	10149	980	46000	887	50.51	49.49	55033.82	40.06069803	82.21	36657	5171	0.2905	209	4301	0.9536	20834	2.Medium	1.Low	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	1.Low
Bluefield State College	Bluefield	WV	Bachelors	Public	Southeast	No	Town.Distant	Town	3455	1020	31900	1263	35.63	64.37	36594.82	53.54330709	45.21	16573	6444	0.26	0	6681	0.9454	20650	1.Low	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	3.High	1.Low	1.Low	1.Low	1.Low	1.Low	1.Low	3.High	1.Low
Bluffton University	Bluffton	OH	Graduate	Private.NonProfit	Midwest	Yes	Town.Distant	Town	11187	1080	41700	659	55.69	44.31	59827.57	25.10822511	86.73	45667	6054	0.5439	70	9809	0.4202	26964	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	3.High
Boise Bible College	Boise	ID	Bachelors	Private.NonProfit	West	Yes	Suburb.LgCity	Suburb	12293	1080	32700	110	64.55	35.45	55318.91	33.33333333	41.38	24640	4794	0.48	0	10422	0.9231	19592	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium	3.High	1.Low
Boise State University	Boise	ID	Graduate	Public	West	No	MidCity	City	8429	1140	43100	16526	44.32	55.68	58298.66	36.5890183	46.75	19573	8091	0.4645	3471	8228	0.8075	23084	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	1.Low	1.Low	2.Medium	1.Low	3.High	2.Medium	3.High	2.Medium
Boston College	Chestnut Hill	MA	Graduate	Private.NonProfit	Northeast	Yes	SmallCity	City	34327	1429	92500	9639	47.4	52.6	83893.95	17.31414868	40.51	70588	15323	0.919	4793	24648	0.2789	16939	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Boston University	Boston	MA	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	33686	1420	75900	17238	39.95	60.05	83140.68	21.75053661	30.45	70216	14136	0.8817	16142	32355	0.2209	25000	3.High	3.High	3.High	3.High	1.Low	3.High	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium
Bowling Green State University-Main Campus	Bowling Green	OH	Graduate	Public	Midwest	No	Town.Fringe	Town	9034	1084	45300	13729	44.88	55.12	63749.73	24.84953858	65.9	23804	9101	0.5606	2682	7874	0.7227	25251	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium
Bradley University	Peoria	IL	Graduate	Private.NonProfit	Midwest	No	MidCity	City	17819	1212	58300	4598	49.3	50.7	74072.54	20.45977011	71.68	46304	9039	0.7838	1276	14731	0.6681	27000	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	3.High	3.High	3.High	3.High	2.Medium	3.High	2.Medium	3.High
Brandeis University	Waltham	MA	Graduate	Private.NonProfit	Northeast	No	SmallCity	City	24212	1398	69000	3627	39.43	60.57	85221.28	25.28216704	42.54	70848	13176	0.8805	2161	18770	0.3115	26852	3.High	3.High	3.High	2.Medium	1.Low	3.High	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	3.High
Brenau University	Gainesville	GA	Graduate	Private.NonProfit	Southeast	No	SmallCity	City	17169	1031	45400	1688	9.36	90.64	67048.19	49.33665008	72.83	42912	7267	0.432	1088	8514	0.5688	27000	3.High	1.Low	2.Medium	2.Medium	1.Low	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	3.High
Brescia University	Owensboro	KY	Graduate	Private.NonProfit	Southeast	Yes	SmallCity	City	11191	1118	48000	918	27.89	72.11	50402.08	42.88164666	71.77	32926	5476	0.35	63	7209	0.3855	29556	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	3.High
Brewton-Parker College	Mount Vernon	GA	Bachelors	Private.NonProfit	Southeast	Yes	Rural.Distant	Rural	9762	953	35100	476	57.35	42.65	50168.03	46.83195592	83.13	32794	4805	0.2222	0	5338	0.9678	28348	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	3.High
Bridgewater College	Bridgewater	VA	Bachelors	Private.NonProfit	Southeast	Yes	Suburb.SmallCity	Suburb	11238	1082	46600	1830	44.59	55.41	65460.25	19.72111554	75.66	48830	6673	0.6395	18	6893	0.6608	26192	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	1.Low	2.Medium	3.High
Bridgewater State University	Bridgewater	MA	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	9901	1073	47900	9312	41.26	58.74	75059.92	30.80864335	87.47	22590	9176	0.6035	1486	7669	0.9014	24580	2.Medium	1.Low	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	3.High	1.Low	3.High	2.Medium
Brigham Young University-Hawaii	Laie	HI	Bachelors	Private.NonProfit	West	Yes	Town.Fringe	Town	2592	1169	49100	3040	39.44	60.56	69190.39	41.70337739	14.66	18043	9388	0.6335	0	12436	0.4478	9016	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	3.High	1.Low	1.Low	3.High	2.Medium	1.Low	3.High	1.Low	1.Low
Brigham Young University-Idaho	Rexburg	ID	Bachelors	Private.NonProfit	West	Yes	Town.Distant	Town	2402	1140	49400	37636	42.32	57.68	58959.59	38.55719119	25.49	12223	8587	0.5683	0	3591	0.9717	12601	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	1.Low
Brigham Young University-Provo	Provo	UT	Graduate	Private.NonProfit	West	Yes	MidCity	City	5991	1324	71500	31441	50.26	49.74	64914.81	38.69420878	11.81	18136	10974	0.8644	3058	15346	0.6447	12100	1.Low	3.High	3.High	3.High	3.High	1.Low	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	2.Medium	1.Low
Brown University	Providence	RI	Graduate	Private.NonProfit	Northeast	No	MidCity	City	37898	1492	89100	6752	46.31	53.69	79027.35	20.6185567	24.43	71050	15579	0.9504	3214	35550	0.0767	15500	3.High	3.High	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Bryan College of Health Sciences	Lincoln	NE	Graduate	Private.NonProfit	Midwest	No	LargeCity	City	17790	1100	53500	566	8.66	91.34	58151.07	24.68619247	81.25	26985	7245	0.6944	112	9521	0.4	26552	3.High	2.Medium	3.High	1.Low	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	2.Medium	3.High	1.Low	2.Medium	1.Low	3.High
Bryan College-Dayton	Dayton	TN	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	10625	1163	44500	824	48.18	51.82	56756.79	34.77443609	57.63	35945	5792	0.4974	174	4003	0.5133	20500	2.Medium	2.Medium	1.Low	1.Low	3.High	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	1.Low	1.Low	1.Low
Bucknell University	Lewisburg	PA	Graduate	Private.NonProfit	Northeast	No	Town.Distant	Town	35034	1353	82400	3583	49.04	50.96	84046.3	16.25183016	30.42	70125	11423	0.8842	71	23060	0.3304	26798	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	3.High
Buena Vista University	Storm Lake	IA	Graduate	Private.NonProfit	Midwest	Yes	Town.Remote	Town	12782	1094	42600	1546	34.73	65.27	51579.73	38.3107089	84.73	45332	6336	0.5439	227	7783	0.5713	24912	2.Medium	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	3.High	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	1.Low	2.Medium
Butler University	Indianapolis	IN	Graduate	Private.NonProfit	Midwest	No	LargeCity	City	22282	1276	68900	4553	40.79	59.21	71968.39	12.83643892	50.47	56406	8431	0.8229	797	13600	0.6783	26595	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	2.Medium	3.High
Cabarrus College of Health Sciences	Concord	NC	Graduate	Private.NonProfit	Southeast	No	SmallCity	City	13059	1083	49900	396	8.59	91.41	60990.75	38.07692308	54.55	23877	6807	0.6875	31	12416	0.4107	18750	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	1.Low	1.Low	3.High	1.Low	3.High	1.Low	1.Low
Cairn University-Langhorne	Langhorne	PA	Graduate	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	8907	1075	38700	776	43.94	56.06	69912.01	30.6122449	73.38	38857	6031	0.6225	352	5733	0.7607	27000	1.Low	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High
Caldwell University	Caldwell	NJ	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	17817	1051	48700	1625	33.66	66.34	80563.66	37.83783784	63.43	45961	7941	0.5685	538	6431	0.6664	26604	3.High	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High
California Baptist University	Riverside	CA	Graduate	Private.NonProfit	West	Yes	LargeCity	City	18673	1103	47500	7811	37.75	62.25	66849.57	35.49390718	66.62	44746	9674	0.5491	2631	9058	0.7955	27000	3.High	2.Medium	2.Medium	3.High	1.Low	3.High	2.Medium	2.Medium	2.Medium	3.High	3.High	2.Medium	3.High	2.Medium	3.High	3.High
California Institute of Technology	Pasadena	CA	Graduate	Private.NonProfit	West	No	MidCity	City	18877	1566	106300	948	54.64	45.36	81448.64	34.7826087	4.68	68901	19993	0.9202	1285	104953	0.0662	8700	3.High	3.High	3.High	1.Low	3.High	1.Low	3.High	2.Medium	1.Low	3.High	3.High	3.High	2.Medium	3.High	1.Low	1.Low
California Lutheran University	Thousand Oaks	CA	Graduate	Private.NonProfit	West	Yes	MidCity	City	19499	1163	60200	3054	43.32	56.68	81648.78	28.68913858	57.95	56491	9974	0.7616	1324	10207	0.7147	21500	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	1.Low
California Polytechnic State University-San Luis Obispo	San Luis Obispo	CA	Graduate	Public	West	No	Suburb.SmallCity	Suburb	9068	1339	74300	21047	51.65	48.35	74683.78	24.38468551	31.71	27073	10335	0.8174	915	9695	0.3017	19500	1.Low	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	3.High	2.Medium	2.Medium	1.Low	1.Low
California State Polytechnic University-Pomona	Pomona	CA	Graduate	Public	West	No	Suburb.LgCity	Suburb	4699	1143	58000	24841	53.46	46.54	68064.96	49.9261811	31.27	21302	10587	0.7111	1664	7042	0.5515	17792	1.Low	2.Medium	3.High	3.High	3.High	1.Low	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	1.Low	1.Low
California State University-Chico	Chico	CA	Graduate	Public	West	No	SmallCity	City	4242	1092	55400	16317	47.04	52.96	61867.44	47.55025126	46.44	23508	9723	0.6627	1095	6957	0.6526	16850	1.Low	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	2.Medium	1.Low
California State University-Fresno	Fresno	CA	Graduate	Public	West	No	LargeCity	City	3735	1019	48500	21732	41.1	58.9	53295.09	53.29844074	27.7	16915	9393	0.5399	3012	6966	0.5753	15000	1.Low	1.Low	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	1.Low	1.Low
California State University-Fullerton	Fullerton	CA	Graduate	Public	West	No	Suburb.LgCity	Suburb	5172	1124	51800	34637	43.68	56.32	73036.4	51.10886312	28.97	17645	10201	0.6775	5420	6858	0.4341	15000	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	1.Low	1.Low
California State University-Long Beach	Long Beach	CA	Graduate	Public	West	No	LargeCity	City	4721	1146	53000	31503	43.39	56.61	66954.9	53.167589	30.46	18306	10192	0.6937	5776	7795	0.3121	15000	1.Low	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	1.Low	1.Low
California State University-Los Angeles	Los Angeles	CA	Graduate	Public	West	No	LargeCity	City	3656	978	49900	24163	42.47	57.53	52850.08	61.79345516	20.18	14823	9827	0.485	3813	6641	0.4152	13381	1.Low	1.Low	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	1.Low	3.High	1.Low	1.Low	1.Low
California State University-Monterey Bay	Seaside	CA	Graduate	Public	West	No	Suburb.MedCity	Suburb	5237	1057	47000	6502	37.6	62.4	70802.17	50.44865404	48.05	22141	9509	0.6044	831	8301	0.5852	13521	1.Low	1.Low	2.Medium	3.High	1.Low	3.High	3.High	3.High	1.Low	1.Low	3.High	2.Medium	2.Medium	2.Medium	1.Low	1.Low
California State University-Northridge	Northridge	CA	Graduate	Public	West	No	LargeCity	City	4673	1027	49700	34911	45.99	54.01	64055.44	58.85539658	31.39	18870	10090	0.5394	5161	6696	0.5063	14488	1.Low	1.Low	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	1.Low	1.Low
California State University-Sacramento	Sacramento	CA	Graduate	Public	West	No	LargeCity	City	4931	1030	54200	28439	44.6	55.4	65686.13	52.03824424	32.83	19807	9804	0.5114	3089	7304	0.6386	15572	1.Low	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low
California State University-San Bernardino	San Bernardino	CA	Graduate	Public	West	No	MidCity	City	3622	991	48800	17704	39.42	60.58	59070.9	53.91883707	28.47	18522	9779	0.568	2271	6925	0.5483	15375	1.Low	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	1.Low	1.Low
California State University-San Marcos	San Marcos	CA	Graduate	Public	West	No	Suburb.LgCity	Suburb	5828	1047	51100	14871	37.9	62.1	72827.06	46.98640206	36.34	21995	9790	0.5493	1049	7425	0.5842	17818	1.Low	1.Low	2.Medium	3.High	1.Low	3.High	3.High	3.High	1.Low	1.Low	3.High	2.Medium	2.Medium	1.Low	1.Low	1.Low
California University of Pennsylvania	California	PA	Graduate	Public	Northeast	No	Suburb.SmallCity	Suburb	9071	1007	44800	5063	46	54	51671.91	34.80973175	84	25099	10066	0.5308	2138	8176	0.9699	24874	1.Low	1.Low	2.Medium	3.High	2.Medium	2.Medium	1.Low	2.Medium	3.High	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	2.Medium
Calvary University	Kansas City	MO	Graduate	Private.NonProfit	Midwest	Yes	LargeCity	City	8195	1117	39200	259	49.03	50.97	59014.41	40.35087719	43.24	18268	4286	0.2903	71	5131	0.6707	22374	1.Low	2.Medium	1.Low	1.Low	3.High	1.Low	1.Low	3.High	1.Low	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium	2.Medium
Calvin University	Grand Rapids	MI	Graduate	Private.NonProfit	Midwest	Yes	MidCity	City	16892	1270	48700	3550	46.76	53.24	70660.49	15.87697423	49.15	46150	8651	0.7734	107	12106	0.7897	24525	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	3.High	3.High	2.Medium
Campbell University	Buies Creek	NC	Graduate	Private.NonProfit	Southeast	Yes	Town.Fringe	Town	14773	1120	58000	4199	47.82	52.18	56906.03	34.76778867	86.36	47083	8642	0.5293	2206	11372	0.763	22000	2.Medium	2.Medium	3.High	2.Medium	3.High	1.Low	1.Low	2.Medium	3.High	3.High	2.Medium	2.Medium	3.High	3.High	2.Medium	2.Medium
Campbellsville University	Campbellsville	KY	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	11678	1082	35400	2522	41.32	58.68	47586.61	44.75138122	56.15	38248	5384	0.4014	7450	4619	0.8334	20336	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	1.Low	3.High	1.Low	3.High	1.Low
Canisius College	Buffalo	NY	Graduate	Private.NonProfit	Northeast	Yes	LargeCity	City	16427	1169	51100	2191	51.62	48.38	61812.51	25.69631626	71.25	47672	8290	0.685	988	8708	0.787	25000	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	2.Medium	1.Low	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium
Capital University	Columbus	OH	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	13907	1162	48400	2400	37.58	62.42	64246.32	29.07303371	96.13	47062	8543	0.5833	719	10102	0.7302	26385	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	3.High
Capitol Technology University	Laurel	MD	Graduate	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	22197	1070	68100	427	82.9	17.1	73053.75	40.17467249	68.33	36371	7277	0.4769	309	6321	0.689	23250	3.High	1.Low	3.High	1.Low	3.High	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium
Cardinal Stritch University	Milwaukee	WI	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	13794	1035	55400	1107	31.35	68.65	64348.07	41.36752137	64.03	39319	6048	0.5062	691	5842	0.7094	28354	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High
Carleton College	Northfield	MN	Bachelors	Private.NonProfit	Midwest	No	Town.Distant	Town	32952	1453	67900	2046	49.51	50.49	71070.84	20.14742015	40.23	68835	12124	0.9298	0	31370	0.1984	13834	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low
Carlow University	Pittsburgh	PA	Graduate	Private.NonProfit	Northeast	Yes	LargeCity	City	19080	1092	44200	1314	17.35	82.65	52873.76	38.26086957	96.27	40608	6838	0.5337	743	8350	0.8664	27000	3.High	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	3.High
Carnegie Mellon University	Pittsburgh	PA	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	40199	1507	103000	6483	51.15	48.85	81652.61	19.62843296	34.73	70060	12165	0.8884	7440	32805	0.1712	23250	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium
Carolinas College of Health Sciences	Charlotte	NC	Associate	Public	Southeast	No	LargeCity	City	10749	1012	48900	466	8.8	91.2	68067.04	46.81528662	100	47826	7246	0	0	10573	0.2632	10994	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	1.Low	1.Low
Carroll College	Helena	MT	Bachelors	Private.NonProfit	West	Yes	Town.Remote	Town	16405	1199	49200	1210	41.74	58.26	55326.09	17.11538462	56.8	48487	6436	0.6867	8	8850	0.7833	25250	3.High	3.High	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	3.High	2.Medium
Carroll University	Waukesha	WI	Graduate	Private.NonProfit	Midwest	Yes	SmallCity	City	15798	1165	47000	2843	33.84	66.16	73362.92	16.84370258	74.2	42918	7652	0.616	451	7076	0.6864	27000	3.High	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High
Carson-Newman University	Jefferson City	TN	Graduate	Private.NonProfit	Southeast	Yes	Suburb.SmallCity	Suburb	10574	1137	41300	1695	41.06	58.94	53143.24	34.11167513	68.78	38961	6103	0.5077	786	5090	0.6603	21250	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low
